logsales	lnsqheat	lnsqunht	bedrooms	acres	age	totbaths	numgarge	numfirep	daysmkt	closespr	closesum	closefal	salespr	basement	diningrm	familyrm	office	patio	deck	porch	stycontm	styranch	stytradt	stytrans	brick	cedar	fiber	hardwood	vinyl	elecheat	elemdist	middist	highdist	onestory	sqftheat	squnheat
13.31871111	8.257126	0	4	0.63	7	4	3	1	132	1	0	0	608475	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	4.3745	1.982	0.5726	0	3855	0
13.21767356	8.232174	0	4	0.8	31	2.5	2	2	127	0	0	0	550000	0	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1.2367	1.2947	0.9266	0	3760	0
12.66507852	7.869784	0	4	0.32	4	2.5	2	1	237	0	1	0	316500	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1.0552	1.9618	1.5401	0	2617	0
12.61950592	7.467371	6.689599	3	0.63	9	2.5	2	1	7	0	0	0	302400	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0.529	0.1624	3.7317	0	1750	804
12.64109656	7.466228	0	4	0.06	6	3.5	1	2	56	0	0	0	309000	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0.1697	0.6905	5.7483	0	1748	0
12.6098697	7.556951	6.620073	3	0.95	45	3	1	2	89	0	0	0	299500	1	1	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0.5773	0.6987	2.2466	1	1914	750
12.75419405	7.972466	5.375278	4	0.23	4	2.5	2	1	159	1	0	0	346000	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0.5775	0.4814	3.7468	0	2900	216
12.79385931	7.512071	0	5	1	43	3	0	2	66	0	0	0	360000	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0.4611	0.4712	2.3959	1	1830	0
12.80765263	8.21094	0	4	0.25	12	2.5	2	1	215	1	0	0	365000	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0.9157	0.3113	1.5492	0	3681	0
13.16638026	8.290042	5.908083	5	0.5	6	4.5	2	1	165	1	0	0	522500	0	1	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0	4.522	2.1034	0.5244	0	3984	368
12.69771545	7.863267	5.68358	4	0.3	9	2.5	2	1	16	0	0	0	327000	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0.661	0.3426	3.8685	0	2600	294
12.31940133	7.513164	4.941642	3	0.13	18	2	0	1	14	0	0	0	224000	1	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0.8273	0.3125	3.8964	0	1832	140
12.38421883	7.656337	6.137727	4	0.17	10	2.5	2	1	6	0	0	0	239000	0	1	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0.8991	1.0327	1.4839	0	2114	463
12.66001041	7.780303	0	4	1.09	0	2.5	2	1	219	0	1	0	314900	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	3.2989	6.4324	0.4417	0	2393	0
12.7367009	7.789869	6.39693	3	0.55	13	3	2	1	200	0	1	0	340000	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	2.4117	11.2741	5.3186	0	2416	600
12.29682701	7.192934	0	3	0.05	3	2.5	1	1	126	1	0	0	219000	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0.4772	0.4685	4.3007	0	1330	0
12.7512997	7.957177	6.530878	4	0.23	5	2.5	2	1	246	0	1	0	345000	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0.577	0.4798	3.7469	0	2856	686
12.29682701	7.298445	0	3	0.5	26	2	0	1	39	0	0	0	219000	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0.7382	1.0169	1.7955	1	1478	0
12.15477935	7.6029	0	2	0.12	20	3	2	1	116	1	0	0	190000	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0.1999	1.5539	1.9246	0	2004	0
12.54254488	7.408531	7.983099	4	1.1	29	3	2	1	29	0	0	0	280000	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1.2243	1.8492	1.3301	1	1650	2931
12.58621995	7.672758	5.68358	3	1.09	60	3	2	2	50	1	0	0	292500	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1.5679	1.2102	4.4219	1	2149	294
11.52781408	6.922644	0	2	0.23	19	1.5	0	1	161	0	1	0	101500	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1.9605	7.0956	2.4703	1	1015	0
12.44114477	7.533694	5.609472	3	0.92	15	2	2	1	50	0	0	0	253000	0	1	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1.0425	2.0537	0.833	0	1870	273
12.72188581	7.682943	5.703782	3	0.45	38	2	0	1	12	0	0	0	335000	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1.1744	2.4836	3.0618	0	2171	300
12.08672589	7.153052	0	2	0.2	19	2	1	1	61	0	0	0	177500	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1.0268	1.0998	3.2228	1	1278	0
12.82125828	8.055158	0	5	0	6	3	2	1	70	0	0	0	370000	0	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0.5655	0.5532	1.0371	0	3150	0
12.84264947	7.939515	0	4	0.31	13	2.5	2	1	106	1	0	0	378000	0	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0.3449	0.5873	3.4875	0	2806	0
11.66134547	7.173958	0	3	0	20	2.5	0	0	23	0	0	0	116000	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0.3044	0.9939	2.9341	0	1305	0
11.66134547	6.915723	0	3	0.34	15	1.5	0	1	18	0	0	0	116000	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2.3581	6.707	2.4114	1	1008	0
12.50617724	7.718685	5.929589	3	1.08	8	2	2	1	180	1	0	0	270000	0	1	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	3.1027	8.7523	2.3988	1	2250	376
12.19095901	7.539027	0	3	0.77	3	2.5	2	1	86	1	0	0	197000	0	1	1	0	1	1	1	0	0	0	1	0	0	0	0	1	0	2.4204	6.6306	2.2426	0	1880	0
13.18063229	7.873978	6.897705	5	0.38	62	3.5	0	1	191	0	1	0	530000	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2.0607	1.9636	4.0752	0	2628	990
12.20607265	7.248504	0	5	0.74	40	3	0	0	0	0	1	0	200000	1	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	2.5945	2.0841	5.7328	0	1406	0
12.37158708	7.377759	0	3	0.7	47	2	0	1	9	0	0	0	236000	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0.6968	0.7617	1.3303	1	1600	0
12.69771545	7.921536	0	4	1	34	2.5	2	2	10	0	0	0	327000	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0.6325	1.8295	2.7273	0	2756	0
12.79385931	8.003029	0	5	0.46	9	3.5	2	1	143	0	1	0	360000	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	4.1656	1.9944	0.8307	0	2990	0
12.87390202	7.960324	7.17012	4	1.19	4	3	2	1	22	0	0	0	390000	0	1	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	5.4692	5.6203	6.8409	0	2865	1300
11.91839057	7.21891	0	3	0.37	5	2	0	1	52	0	0	0	150000	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0.7509	6.2863	0.7827	0	1365	0
12.01370075	7.374629	5.010635	3	1.14	35	2	0	1	106	1	0	0	165000	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0.6972	0.1151	1.9418	1	1595	150
12.69158046	7.893199	0	4	0.26	4	2.5	2	1	27	0	0	0	325000	0	1	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1.7723	2.1288	1.3264	0	2679	0
11.60732614	6.856462	0	3	0.18	0	2	0	0	6	0	0	0	109900	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	2.0343	6.5701	1.0185	1	950	0
11.8277362	7.20786	0	2	0	18	2.5	0	1	32	0	0	0	137000	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0.7716	2.119	1.9204	0	1350	0
13.60478953	8.375169	0	6	0.2	3	4	2	1	42	1	0	0	810000	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0.362	0.5661	4.416	0	4338	0
12.8346813	7.98105	0	4	0.66	4	3.5	2	1	74	1	0	0	375000	0	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0.3251	0.8159	3.2731	0	2925	0
12.30138283	7.36074	0	3	0.43	21	2.5	0	1	2	0	0	0	220000	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0.7018	0.6799	1.6677	0	1573	0
12.54254488	7.539027	5.298317	3	0.12	2	2.5	1	1	28	0	0	0	280000	0	1	0	0	1	1	1	0	0	0	1	0	0	1	0	0	1	0.4227	1.0172	2.8675	0	1880	200
12.76568843	7.706163	5.897154	4	0.81	45	3	0	1	133	1	0	0	350000	1	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0.1545	0.2838	1.9853	0	2222	364
12.46458334	7.504392	4.941642	3	1	24	2	2	2	26	0	0	0	259000	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	1	1.687	10.6607	5.3236	0	1816	140
12.09793049	7.316548	4.941642	3	0.4	25	2	0	1	4	0	0	0	179500	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1.0102	0.8201	1.5061	0	1505	140
12.1281111	7.493874	0	4	0.45	7	2.5	2	1	47	0	0	0	185000	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0.8227	6.5702	0.8549	0	1797	0
11.83500896	7.022868	0	2	0	9	2.5	0	0	63	0	0	0	138000	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0.9162	2.1824	1.8233	0	1122	0
11.62177987	7.045777	0	2	0.15	83	1	0	0	8	0	0	0	111500	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0.3709	1.4463	0.5832	1	1148	0
12.29910751	7.50769	0	3	1.62	12	2.5	2	1	21	0	0	0	219500	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1.6642	8.261	4.0717	1	1822	0
12.75995776	7.772332	0	2	0.4	54	2.5	0	1	26	0	0	0	348000	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	2.292	2.192	4.4654	1	2374	0
13.61094339	8.275122	0	4	0.35	5	4.5	2	2	2	0	1	0	815000	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0.1104	0.806	4.6783	0	3925	0
12.44508955	7.899895	0	4	0.42	42	2	0	1	154	1	0	0	254000	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0.4086	1.701	2.5045	0	2697	0
11.94470788	7.21524	0	3	0	20	2	0	1	113	1	0	0	154000	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	2.5903	1.4483	1.4411	1	1360	0
12.8344146	8.004032	5.857933	4	0.3	12	3.5	2	1	7	0	0	0	374900	1	1	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0.554	0.1378	3.7559	0	2993	350
12.65075847	7.716461	0	4	0.5	42	2.5	2	2	9	0	0	0	312000	0	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0.2762	0.2251	2.166	0	2245	0
12.27839331	7.616776	0	3	0.5	39	2	0	0	62	1	0	0	215000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.4199	1.5631	2.4612	0	2032	0
11.91839057	7.440147	0	3	1.61	63	2	0	0	288	0	0	1	150000	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	4.2917	0.9663	2.5678	1	1703	0
12.44508955	7.395722	0	3	0.5	46	2	1	2	102	1	0	0	254000	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0.1532	0.2825	1.9847	0	1629	0
12.24529336	7.215975	0	4	0.52	34	3	0	1	27	0	0	0	208000	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	2.6648	0.8032	1.9657	0	1361	0
12.94323671	7.962416	0	4	0.18	5	4.5	2	1	3	0	0	0	418000	0	1	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0.4773	0.4264	4.2789	0	2871	0
13.13231371	7.905442	4.718499	4	1.03	15	3.5	2	1	64	1	0	0	505000	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	1.532	1.5425	4.6348	0	2712	112
12.38797745	7.266827	5.529429	3	0.48	20	2	0	1	4	0	0	0	239900	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0.9426	0.8705	1.5625	1	1432	252
12.82328326	7.906179	0	4	0.21	10	3.5	2	1	66	1	0	0	370750	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	4.2764	2.046	0.7515	0	2714	0
11.8493977	6.924612	0	2	0	20	1.5	0	0	13	0	0	0	140000	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1.2571	1.2202	3.1526	0	1017	0
13.07107008	7.965893	0	4	0.18	5	4	2	1	61	1	0	0	475000	1	1	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0.4726	0.4201	4.2787	0	2881	0
11.96654561	7.251345	0	3	0.22	0	2	0	1	23	1	0	0	157400	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2059	0.5753	2.5674	1	1410	0
13.21767356	8.354439	0	5	0.55	2	5	2	1	7	1	0	0	550000	0	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1.6183	2.1826	1.1015	0	4249	0
12.82125828	7.793999	7.450661	4	0.92	10	2.5	2	1	79	1	0	0	370000	1	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1.2206	0.2791	1.3812	0	2426	1721
12.71289025	7.824046	6.60665	4	0.23	3	2.5	2	1	26	0	0	0	332000	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0.579	0.4862	3.7464	0	2500	740
13.29631668	8.240649	6.761573	5	0.63	10	4	2	1	72	1	0	0	595000	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	4.3515	1.8644	0.4999	0	3792	864
13.50762578	8.421123	7.280697	5	0.87	31	3.5	2	1	86	1	0	0	735000	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1.5776	3.1708	3.211	0	4542	1452
13.24811458	8.313117	0	4	0.54	10	4	3	2	139	0	1	0	567000	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	4.508	2.0994	0.5364	0	4077	0
12.28995413	7.420579	0	3	0.3	30	2	0	1	0	1	0	0	217500	0	1	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1.6034	1.6636	0.8153	1	1670	0
11.9283409	7.130899	0	2	0	17	2	0	1	65	1	0	0	151500	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0.7759	2.1116	1.9018	1	1250	0
12.76540268	7.901007	6.476972	3	0.35	85	4	0	0	8	1	0	0	349900	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0.1692	1.659	2.2227	0	2700	650
12.31492705	7.402452	0	3	0.19	15	2.5	0	1	39	0	0	0	223000	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1.0256	1.0338	1.3808	0	1640	0
11.87059991	7.415777	0	3	1.11	48	1	0	0	99	1	0	0	143000	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	2.8029	3.122	4.1079	1	1662	0
11.80931948	7.017506	0	2	0.02	17	2.5	0	1	0	0	1	0	134500	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0.8638	2.2069	1.9401	0	1116	0
13.13231371	7.991254	6.835185	3	0.46	26	3	1	1	149	0	1	0	505000	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1.21	1.7388	3.8079	0	2955	930
12.30138283	7.271009	0	3	0.21	17	2	0	1	5	0	0	0	220000	0	1	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1.1088	0.3823	1.2248	0	1438	0
13.38472764	8.174139	0	5	0	30	4	3	2	60	1	0	0	650000	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1.4322	3.0067	3.3968	0	3548	0
12.17818744	7.36897	0	3	0.45	47	2	0	0	269	0	0	1	194500	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1.3628	0.8549	1.841	1	1586	0
12.72188581	7.868254	5.288267	3	1.28	20	2.5	0	2	5	0	0	0	335000	1	1	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	1.2558	1.5149	4.9409	0	2613	198
11.55694235	7.189922	0	3	0.81	34	1	0	0	86	1	0	0	104500	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	3.6788	10.065	6.6512	1	1326	0
12.59473064	7.901007	0	4	0.61	34	2	2	1	3	1	0	0	295000	0	1	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0.462	0.5347	1.5341	1	2700	0
12.21800122	7.333676	5.049856	3	1.02	27	2	0	1	8	0	0	0	202400	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1.6241	1.6428	3.1895	1	1531	156
12.20256651	7.600902	0	4	0.28	4	2.5	1	1	50	1	0	0	199300	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	2.5492	6.5014	2.1204	0	2000	0
12.19349386	7.183871	0	3	0.4	23	2	0	1	3	0	0	0	197500	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0.8052	0.9848	1.6725	1	1318	0
12.57418197	7.966587	0	5	0.67	3	3	2	1	74	1	0	0	289000	0	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	1	4.3423	1.307	3.0417	0	2883	0
12.49500394	7.592366	0	4	0.247	6	2.5	2	1	87	1	0	0	267000	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1.0336	2.027	1.6436	0	1983	0
12.73963776	7.600902	0	5	0.67	41	3	0	2	0	0	0	0	341000	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0.9393	1.8382	4.2028	0	2000	0
12.02574909	7.094235	0	3	0.3	14	2	0	1	21	1	0	0	167000	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0.5224	1.8857	1.8966	1	1205	0
12.6098697	7.807917	0	4	0.37	36	3	0	1	30	0	0	0	299500	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0.5285	1.8655	2.6362	0	2460	0
12.2010601	7.606885	0	4	0.33	5	2.5	2	1	51	1	0	0	199000	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1.0553	6.9481	1.0844	0	2012	0
12.36264895	7.620215	0	3	0.11	19	2.5	2	1	8	1	0	0	233900	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0.2298	1.4985	1.8807	0	2039	0
11.84761039	6.953684	0	2	0.02	21	2	0	1	59	1	0	0	139750	1	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0.7246	1.2784	3.0264	0	1047	0
12.4292162	7.956126	0	4	0.34	3	2.5	2	1	63	1	0	0	250000	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	2.0883	6.9608	2.277	0	2853	0
12.95394473	8.119696	0	4	0.43	18	3.5	2	2	0	0	1	0	422500	0	1	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	2.2368	1.8251	0.3204	0	3360	0
13.01700286	8.055475	6.779922	4	0.9346	44	3.5	2	2	38	0	0	0	450000	1	1	1	0	0	1	1	0	0	1	0	0	1	0	0	0	1	1.3244	1.4758	4.4971	0	3151	880
12.87252928	7.96832	7.179308	4	0.106	0	3.5	2	1	127	0	1	0	389465	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2.1043	3.542	3.1531	0	2888	1312
12.56110724	7.558517	7.296413	3	0.066	0	2.5	2	1	96	0	1	0	285246	1	1	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	2.1041	3.5419	3.1533	0	1917	1475
12.60158506	7.562681	7.36074	3	0.062	0	2.5	2	2	93	0	1	0	297029	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	2.1038	3.5418	3.1535	0	1925	1573
13.22672339	8.272826	6.084499	4	1.12	24	3.5	0	2	18	1	0	0	555000	0	1	1	1	0	1	1	0	0	1	0	1	0	0	0	0	1	1.7292	2.6962	0.4525	0	3916	439
12.86747113	7.882315	0	4	0.69	4	3	2	1	22	0	0	0	387500	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0.2772	0.7138	3.3414	0	2650	0
12.69074627	7.562681	7.296413	3	0	0	2.5	2	2	56	0	1	0	324729	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	2.0878	3.5235	3.1357	0	1925	1475
12.71405222	7.619233	7.380879	4	0	0	3.5	2	2	56	0	1	0	332386	1	1	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	2.0881	3.5236	3.1356	0	2037	1605
12.85803058	7.726213	7.021976	3	0.109	0	3.5	2	2	161	0	1	0	383859	1	1	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	2.0883	3.5237	3.1354	0	2267	1121
12.59811473	7.751475	0	4	0.22	12	2.5	2	1	39	0	0	0	296000	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	3.0454	1.7523	1.1153	0	2325	0
11.65268741	7.015712	4.219508	2	0	17	2	0	0	7	1	0	0	115000	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0.1752	0.8645	3.0561	0	1114	68
12.72932079	7.745003	0	3	0.45	33	2	1	2	4	0	0	0	337500	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0.9939	1.0618	1.1438	1	2310	0
12.21602298	7.431892	0	3	4.37	15	2	2	1	47	1	0	0	202000	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1.2552	0.4468	2.3114	1	1689	0
11.54248427	6.942157	0	2	0	19	1.5	0	1	28	1	0	0	103000	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0.7104	0.637	2.5352	0	1035	0
12.65235975	7.610853	0	3	0.07	9	3	1	1	4	1	0	0	312500	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1.1439	1.1015	3.0299	0	2020	0
12.52416267	7.951559	0	4	0.67	4	2.5	2	1	56	1	0	0	274900	0	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	4.3411	1.3022	3.0359	0	2840	0
11.81857024	7.289611	0	3	0.19	19	2	0	0	14	0	0	0	135750	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	2.0186	7.038	2.4514	0	1465	0
12.61153775	7.49887	0	3	0.1439	4	2.5	2	1	27	1	0	0	300000	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0.5377	0.3612	4.2134	0	1806	0
12.46071486	7.824046	0	4	0.49	3	2.5	3	1	135	1	0	0	258000	0	1	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1.3228	0.5421	2.2587	0	2500	0
13.16542287	8.172164	4.094345	4	0.52	3	3.5	3	1	26	1	0	0	522000	0	1	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	2.7051	1.418	0.758	0	3541	60
12.88156489	8.102284	7.157735	5	3.19	17	2.5	2	1	36	1	0	0	393000	0	1	1	1	0	1	1	0	0	1	0	1	0	0	0	0	1	5.1293	5.35	6.4468	0	3302	1284
11.82187967	7.118826	0	2	0	16	1.5	0	0	34	1	0	0	136200	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0.6277	2.0154	1.9517	0	1235	0
12.54788773	7.877776	0	3	1.1	41	3	0	2	21	0	0	0	281500	0	1	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0.7162	1.3604	5.1508	1	2638	0
12.06681058	7.162397	0	3	0.4	34	2	0	0	20	0	0	0	174000	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0.5426	1.9568	2.6405	1	1290	0
12.15477935	7.226936	0	3	0	18	2	0	1	0	0	0	0	190000	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	2.1709	1.9306	1.1714	1	1376	0
13.23545275	8.066208	6.692084	4	1.41	51	3	1	2	37	1	0	0	559866	1	1	1	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0.8767	1.9014	4.1395	0	3185	806
13.36452493	8.267449	7.775696	5	0.54	1	5	2	2	34	1	0	0	637000	1	1	1	1	1	1	1	0	0	0	1	0	0	1	0	0	0	4.7763	2.2143	0.3893	0	3895	2382
13.99783211	8.729559	0	6	1.38	0	6	3	3	20	1	0	0	1200000	0	1	1	1	0	1	1	0	0	0	1	0	0	1	0	0	0	3.8894	3.3242	1.7942	0	6183	0
12.76540268	7.835184	0	4	0.78	32	3	1	1	21	1	0	0	349900	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0.9328	0.7729	4.2463	0	2528	0
13.79019275	8.329175	0	4	3.22	18	4	3	3	38	1	0	0	975000	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	3.5364	3.8767	1.4294	0	4143	0
12.67607627	7.401842	5.541264	3	0.07	6	3.5	2	1	22	1	0	0	320000	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1.1711	1.1317	3.0626	0	1639	255
12.30092818	7.35628	0	4	0.2	55	3	0	1	50	1	0	0	219900	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0.5724	1.2545	2.181	0	1566	0
12.96687847	7.962067	0	3	0.15	7	2.5	2	2	67	1	0	0	428000	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0.4281	0.5203	4.3742	0	2870	0
12.19095901	7.356918	0	4	0.5	31	2	0	1	98	1	0	0	197000	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0.3002	0.284	1.3041	0	1567	0
13.05835805	8.065265	4.969813	4	0.63	5	3.5	2	1	25	1	0	0	469000	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	4.1767	2.214	1.0297	0	3182	144
12.32385568	7.637716	0	3	0.4	21	2.5	1	1	32	1	0	0	225000	0	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0.6952	0.6889	1.6764	0	2075	0
12.74256602	7.920447	0	4	0.23	3	2.5	2	1	5	1	0	0	342000	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1.0686	2.1429	1.7631	0	2753	0
12.03171926	7.404279	0	3	1.05	10	2.5	0	1	81	1	0	0	168000	0	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	1	4.9654	2.7264	4.5597	0	1643	0
12.6854076	7.796469	6.553933	4	0.32	9	2.5	2	1	2	1	0	0	323000	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0.671	0.3289	3.8809	0	2432	702
11.7745202	7.106606	0	3	0.02	21	2	0	1	102	0	1	0	129900	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0.7239	1.279	3.0236	0	1220	0
11.81303006	7.033506	0	2	0	20	2	0	1	81	1	0	0	135000	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	2.7606	1.439	1.256	1	1134	0
12.66032792	8.070906	0	3	2.01	20	2.5	0	1	247	0	0	1	315000	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	3.4163	3.3007	1.3836	0	3200	0
